Author,Year,Data Source,Pesticide,Pesttype,Duration,Concentration,Kingdom,Phylum,Class,Order,Family,Genus,Species,Originalspeciesprovided,Core,Control,Treatment,Percentchange,Log2fold.change,All.Logs,Type,Sig,,,,
Motta et al ,2020,Fig. S5G,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,59948.42503,749120.9993,11.4960914129,,3.643405007,Noncomp,All,,,,
Botina et al ,2019,Fig. 4,Spinosad,Insecticide,24 hours,0.81 µg a.i./mL,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,N,0.0037,0.045,11.1621621622,,3.604327826,Comp,All,,,,
Motta et al ,2020,Fig. S6G,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,74008.4052,873326.1624,10.8003645667,,3.560759527,Noncomp,All,,,,
Motta et al ,2020,Fig. S6B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,435489.4474,5008186.707,10.5001333274,,3.523578682,Noncomp,All,,,,
DeGrandi Hoffman et al,2017,Text,Pristine,Fungicide,21 days,"11,410 ppb",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.6,6.6,10.0000000000,,3.459431619,Comp,All,,,,
Motta et al ,2020,Fig. S5G,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,59948.42503,575250.0046,8.5957484172,,3.262395333,Noncomp,All,,,,
Motta et al ,2020,Fig. S6G,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,74008.4052,686437.984,8.2751354683,,3.213368353,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2L,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,38151.58673,330618.9415,7.6659289903,,3.115354415,Noncomp,All,,,,
DeGrandi Hoffman et al,2017,Text,Pristine,Fungicide,21 days,"11,410 ppb",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,1.6,13.7,7.5625000000,,3.098032083,Comp,All,,,,
Motta and Moran,2020,Fig. S1H,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,1.10E-01,0.880733945,7.0000000000,,3,Comp,All,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Apibacter,Apibacter adventoris,,N,,,,2.94,2.94,Comp,All,,,,
Motta et al ,2020,Fig. S4F,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,Lactobacillus helsingborgensis,Y,44872.95219,335970.838,6.4871569973,,2.904418006,Noncomp,All,,,,
Motta et al ,2020,Fig. S6B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,435489.4474,3081895.377,6.0768543204,,2.823108221,Noncomp,All,,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,20 mg/L,Bacteria,Fusobacteria,Fusobacteriia,,,,,,N,0.378,2.649,6.0000000000,,2.807354922,Comp,All,,,,
Kakumanu et al,2016,Fig. 2,Chlorothalonil,Fungicide,6 weeks,10 ppb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,,N,1.35,9.45,6.0000000000,,2.807354922,Comp,All,,,,
Motta and Moran,2020,Fig. S2E,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,703936.7395,4804125.563,5.8246552464,,2.770756169,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1Q,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,0.490196078,2.990196078,5.1000000000,,2.608809243,Comp,All,,,,
Motta and Moran,2020,Fig. S2C,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,125828.283,766832.7724,5.0942798708,,2.607455755,Noncomp,All,,,,
Motta et al ,2020,Fig. S6B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,1332295.739,8019611.956,5.0193932323,,2.589618068,Noncomp,All,,,,
Motta et al ,2020,Fig. S6G,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,74008.4052,424083.1142,4.7302020361,,2.518586007,Noncomp,All,,,,
Motta et al ,2020,Fig. S4I,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,3796.339812,21544.3469,4.6750312058,,2.504628326,Noncomp,All,,,,
Motta et al ,2020,Fig. S6B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,435489.4474,2435462.627,4.5924721994,,2.48348618,Noncomp,All,,,,
Motta et al ,2020,Fig. S4C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,Lactobacillus mellifer,Y,1899.965192,10577.6756,4.5672996787,,2.476977743,Noncomp,All,,,,
Motta et al ,2020,Fig. S6B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,1332295.739,7342005.348,4.5107924852,,2.462259802,Noncomp,All,,,,
Paris et al ,2020,Fig. S5,Fipronil ,Insecticide,17 days,0.5 µg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,,N,1.272534464,6.786850477,4.3333333333,,2.415037499,Comp,All,,,,
Motta et al ,2020,Fig. S6G,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,270005.4616,1371686.619,4.0802180469,,2.34489042,Noncomp,All,,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,15 days,1 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,0.112707182,0.567955801,4.0392156863,,2.333199207,Comp,All,,,,
Motta and Moran,2020,Fig. S1Q,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,0.490196078,2.401960784,3.9000000000,,2.292781749,Comp,All,,,,
Yang et al ,2019,Fig. 3E,Amitraz,Insecticide,15 days,1 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Saccharibacter,,,N,0.011049724,0.054143646,3.9000000000,,2.292781749,Comp,All,,,,
Motta and Moran,2020,Fig. S2O,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,181502.7664,869133.1091,3.7885391855,,2.259585608,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2C,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,125828.283,6.00E+05,3.7697129091,,2.253902432,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2E,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,703936.7395,3312679.134,3.7059330025,,2.234480781,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2N,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,1873149.333,8649034.551,3.6173758801,,2.207073181,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2L,Glyphosate,Herbicide,5 days,0.01mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,38151.58673,172573.7713,3.5233707448,,2.177398247,Noncomp,All,,,,
Motta et al ,2020,Fig. S4C,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,Lactobacillus mellifer,Y,6858.623036,30015.93777,3.3763795761,,2.129737873,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2N,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,1873149.333,8059409.758,3.3025986315,,2.105208265,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2E,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,703936.7395,3018704.678,3.2883181239,,2.100411934,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1F,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.531365314,27.34317343,3.1864406780,,2.065724182,Comp,All,,,,
Motta et al ,2020,Fig. S4I,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,7329.584653,30487.86299,3.1595621631,,2.056431678,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1D,Glyphosate,Herbicide,20 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,1.257763975,5.093167702,3.0493827160,,2.017702002,Comp,All,,,,
Motta and Moran,2020,Fig. S2E,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,2081544.262,8390093.799,3.0307064091,,2.011032703,Noncomp,All,,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,30 days,1 mg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.001104972,0.00441989,3.0000000000,,2,Comp,All,,,,
Motta and Moran,2020,Fig. S2C,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,239418.347,950226.3099,2.9688951241,,1.98873744,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2L,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,728089.6776,2865120.27,2.9351200240,,1.97640764,Noncomp,All,,,,
Motta et al ,2020,Fig. S6B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,1332295.739,5234194.301,2.9287030252,,1.974053117,Noncomp,All,,,,
Motta et al ,2018,Fig. S1,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella apis,,N,0.012365591,0.048387097,2.9130434783,,1.96829114,Comp,All,,,,
Liu et al ,2019,Fig. S3D,Thiacloprid,Insecticide,7 days,0.2 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,,N,4483775.811,17463126.84,2.8947368421,,1.961525852,Noncomp,All,,,,
Motta et al ,2020,Fig. S5I,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,1735.178917,6753.177996,2.8919202674,,1.960482154,Noncomp,All,,,,
Rothman et al ,2020,Fig. 3A,Imidacloprid,Insecticide,4 days,0.001 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,0.872093023,3.391472868,2.8888888889,,1.959358016,Comp,All,,,,
Motta and Moran,2020,Fig. S2O,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,181502.7664,704231.9687,2.8800068052,,1.956059183,Noncomp,All,,,,
Motta et al ,2020,Fig. S6B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,435489.4474,1685920.38,2.8713231530,,1.952826739,Noncomp,All,,,,
Motta et al ,2020,Fig. S4A,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,77159.14159,297148.1105,2.8511070023,,1.945273209,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1N,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.239520958,0.898203593,2.7500000000,,1.906890596,Comp,All,,,,
Motta and Moran,2020,Fig. S1F,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.088560886,22.80442804,2.7454545455,,1.905140814,Comp,All,,,,
Motta and Moran,2020,Fig. S1Q,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,0.490196078,1.81372549,2.7000000000,,1.887525271,Comp,All,,,,
Botina et al ,2019,Fig. 4,Spinosad,Insecticide,24 hours,0.81 µg a.i./mL,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,N,0.001,0.0037,2.7000000000,,1.887525271,Comp,All,,,,
Motta and Moran,2020,Fig. S1P,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,6.719128329,24.63680387,2.6666666667,,1.874469118,Comp,All,,,,
Zhu et al ,2020,Fig. 2C,Nitenpyram,Insecticide,14 days,300 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.27155465,0.984385608,2.6250000000,,1.857980995,Comp,All,,,,
Motta and Moran,2020,Fig. S1D,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.869565217,3.121118012,2.5892857143,,1.843696769,Comp,All,,,,
Motta and Moran,2020,Fig. S2O,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,181502.7664,641366.9829,2.5336485259,,1.821158549,Noncomp,All,,,,
Kakumanu et al,2016,Fig. 2,Tau-fluvalinate,Insecticide,9 weeks,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,,N,1.35,4.73,2.5037037037,,1.808880776,Comp,All,,,,
Motta and Moran,2020,Fig. S1D,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.434782609,1.49068323,2.4285714286,,1.777607579,Comp,All,,,,
Paris et al ,2020,Fig. S5,Thiamethoxam,Insecticide,17 days,1.5 µg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,,N,1.272534464,4.347826087,2.4166666667,,1.772589504,Comp,All,,,,
Motta and Moran,2020,Fig. S1F,Glyphosate,Herbicide,20 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,2.878228782,9.741697417,2.3846153846,,1.7589919,Comp,All,,,,
Motta et al ,2020,Fig. S6G,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,270005.4616,900012.1368,2.3333108580,,1.736955867,Noncomp,All,,,,
Motta et al ,2020,Fig. S6F,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,1564028.29,5155018.353,2.2959879215,,1.720710956,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1F,Glyphosate,Herbicide,20 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,2.878228782,9.409594096,2.2692307692,,1.708951218,Comp,All,,,,
Motta and Moran,2020,Fig. S2F,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,607832.3128,1982883.949,2.2622220097,,1.705854968,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2K,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,245959.1277,791547.8204,2.2182087640,,1.686257916,Noncomp,All,,,,
Botina et al ,2019,Fig. 4,Spinosad,Insecticide,24 hours,0.81 µg a.i./mL,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,,,N,0.0005,0.0016,2.2000000000,,1.678071905,Comp,All,,,,
Motta and Moran,2020,Fig. S1F,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.088560886,19.15129151,2.1454545455,,1.653268514,Comp,All,,,,
Motta et al ,2020,Fig. S6G,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,270005.4616,847431.4453,2.1385714953,,1.650108073,Noncomp,All,,,,
Motta et al ,2020,Fig. S4I,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,41595.62163,129154.9665,2.1050134951,,1.634599539,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1H,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,1.100917431,3.412844037,2.1000000000,,1.632268215,Comp,All,,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella apis,,N,283911.6719,870662.4606,2.0666666667,,1.61667136,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1D,Glyphosate,Herbicide,20 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,1.257763975,3.835403727,2.0493827160,,1.608517229,Comp,All,,,,
Motta and Moran,2020,Fig. S2K,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,544553.5695,1633796.531,2.0002494196,,1.585082441,Noncomp,All,,,,
Liu et al ,2019,Fig. S3D,Thiacloprid,Insecticide,13 days,2.0 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,,N,235988.2006,707964.6018,2.0000000000,,1.584962501,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1F,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.531365314,19.59409594,2.0000000000,,1.584962501,Comp,All,,,,
Motta et al ,2020,Fig. S4B,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,Lactobacillus mellis,Y,23961.7246,71683.91014,1.9916006193,,1.580917587,Noncomp,All,,,,
Nogrado et al ,2019,Fig. 1,Carbaryl powder,Insecticide,2 hours,250 g.a.i./ha in 400L tap water/ha,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,,Y,6.7,20,1.9850746269,,1.577766999,Comp,All,,,,
Motta et al ,2020,Fig. S6D,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,5201336.669,15522359.33,1.9843019816,,1.577393529,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2L,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,728089.6776,2168375.311,1.9781706535,,1.574426425,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2E,Glyphosate,Herbicide,20 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,1728495.135,5.11E+06,1.9570047213,,1.564136547,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1F,Glyphosate,Herbicide,20 days,0.04mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,2.878228782,8.413284133,1.9230769231,,1.547487795,Comp,All,,,,
Motta and Moran,2020,Fig. S2C,Glyphosate,Herbicide,20 days,0.04mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,600164.7858,1753486.55,1.9216751656,,1.546795787,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1P,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,6.719128329,19.55205811,1.9099099099,,1.540974488,Comp,All,,,,
Motta and Moran,2020,Fig. S1O,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,5.113500597,14.67144564,1.8691588785,,1.520627859,Comp,All,,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,15 days,1 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,0.032044199,0.091712707,1.8620689655,,1.517058436,Comp,All,,,,
Motta et al ,2018,Fig. S3A,Glyphosate,Herbicide,"Feeding (5 µL), then two days, then fed again, then sampled after another two days",1 mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella apis,,N,1.37,3.87,1.8248175182,,1.498157673,Comp,All,,,,
Motta and Moran,2020,Fig. S1H,Glyphosate,Herbicide,20 days,0.07mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,2.311926606,6.495412844,1.8095238095,,1.490325627,Comp,All,,,,
Motta et al ,2020,Fig. S6C,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,430039.01,1205457.303,1.8031347742,,1.487041111,Noncomp,All,,,,
Motta et al ,2020,Fig. S6B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,1896510.588,5311774.34,1.8008144930,,1.485846432,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2N,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,1873149.333,5153418.36,1.7512052927,,1.460063796,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1M,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,1.583876221,4.271172638,1.6966580977,,1.431172618,Comp,All,,,,
Motta and Moran,2020,Fig. S2M,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,1653598.365,4451067.33,1.6917463306,,1.428542457,Noncomp,All,,,,
Motta et al ,2020,Fig. S6D,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,5201336.669,13824303.74,1.6578367485,,1.410252493,Noncomp,All,,,,
Motta et al ,2020,Fig. S6C,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,283713.2255,753291.9923,1.6551176495,,1.408775789,Noncomp,All,,,,
